MONTH,DAY_OF_WEEK,DEP_DEL15,DISTANCE_GROUP,DEP_TIME_BLK,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
2,6,0,3,1500-1559,1,11,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,8,Miami International,25.79,-80.29,NONE,0.0,0.0,0.7,24.0,11.7
12,5,1,9,0900-0959,1,6,170,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,12,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,30.0,10.1
1,5,0,11,0900-0959,5,4,143,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,10,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,57.0,11.7
3,5,1,3,1800-1859,1,7,165,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,8,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,46.0,10.3
9,5,1,1,1500-1559,1,22,143,Southwest Airlines Co.,30000,110000,7021,3000000,12000000,0.00012,0.0003,6,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,35.0,4.4
11,5,0,2,1500-1559,5,10,180,JetBlue Airways,15000,30000,957,1900000,3500000,0.00019,0.00028,19,Seattle/Tacoma International,47.45,-122.31,Logan International,0.14,0.0,0.0,31.0,4.1
9,3,0,11,1100-1159,5,8,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,10,McCarran International,36.08,-115.15,Dallas/Fort Worth International,0.15,0.0,0.0,79.0,6.1
1,2,0,11,1700-1759,1,15,140,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,11,Seattle/Tacoma International,47.45,-122.31,NONE,0.38,1.6,2.3,11.0,13.1
7,1,0,8,1700-1759,3,16,190,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,5,Hartsfield-Jackson Atlanta International,33.64,-84.43,Denver International,0.0,0.0,0.0,85.0,11.3
7,4,0,4,0700-0759,1,6,150,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,8,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,102.0,4.9
2,3,0,2,1700-1759,1,12,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,23,McCarran International,36.08,-115.15,NONE,0.13,0.0,0.0,40.0,5.4
7,2,0,8,1400-1459,2,12,50,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,11,John F. Kennedy International,40.64,-73.78,Phoenix Sky Harbor International,0.0,0.0,0.0,68.0,4.7
5,1,1,4,1000-1059,1,7,170,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,11,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,43.0,13.5
6,2,0,4,1900-1959,1,12,180,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,15,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,92.0,10.8
10,1,0,11,0900-0959,1,6,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,12,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.17,0.0,0.0,67.0,8.1
3,3,0,7,2200-2259,4,11,150,JetBlue Airways,15000,30000,957,1800000,3500000,0.00019,0.00028,9,Phoenix Sky Harbor International,33.43,-112.01,McCarran International,0.0,0.0,0.0,41.0,5.7
4,5,0,2,1300-1359,2,12,135,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,10,Denver International,39.86,-104.67,San Francisco International,0.0,0.0,0.0,58.0,10.5
10,6,1,6,2200-2259,1,28,130,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,8,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,68.0,3.8
2,1,1,2,1400-1459,2,17,185,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,22,Los Angeles International,33.94,-118.41,Chicago O'Hare International,0.75,0.0,0.0,43.0,6.9
6,6,0,9,1200-1259,1,7,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,4,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,91.0,11.8
10,7,0,8,1500-1559,2,11,150,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,15,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.0,53.0,4.3
9,5,0,8,1800-1859,3,15,165,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,19,Chicago O'Hare International,41.98,-87.9,Los Angeles International,0.0,0.0,0.0,64.0,6.6
9,1,1,7,0600-0659,2,6,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,7,San Francisco International,37.62,-122.38,McCarran International,0.03,0.0,0.0,81.0,7.0
8,7,0,4,0600-0659,1,7,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,13,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,88.0,10.4
8,7,0,1,1800-1859,1,8,195,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,11,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,63.0,9.0
4,5,0,4,0800-0859,1,6,173,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,13,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,69.0,2.4
3,1,1,8,1600-1659,1,28,150,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,51.0,10.9
3,7,0,11,1900-1959,1,8,100,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,8,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,51.0,9.8
3,3,0,10,0900-0959,1,10,155,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,9,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,59.0,11.3
11,4,1,11,1700-1759,1,13,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,7,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,38.0,2.8
3,4,0,11,0800-0859,1,8,175,United Air Lines Inc.,17000,70000,2532,2100000,8500000,0.00017,0.00036,10,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,54.0,10.1
7,3,0,2,0800-0859,1,5,155,United Air Lines Inc.,15000,70000,2234,1800000,8500000,0.00017,0.00036,13,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,88.0,11.2
9,1,0,1,1700-1759,3,15,130,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,22,John F. Kennedy International,40.64,-73.78,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,69.0,1.7
6,2,0,7,0800-0859,1,8,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,18,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,94.0,10.0
2,2,1,2,1700-1759,3,14,173,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,7,McCarran International,36.08,-115.15,Logan International,0.0,0.0,0.0,44.0,9.1
4,2,1,2,1500-1559,2,10,150,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,24,Seattle/Tacoma International,47.45,-122.31,John F. Kennedy International,0.0,0.0,0.0,55.0,10.2
6,1,0,3,1500-1559,5,11,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,13,Miami International,25.79,-80.29,Chicago O'Hare International,0.0,0.0,0.0,81.0,2.5
7,2,1,9,1500-1559,2,10,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,6,John F. Kennedy International,40.64,-73.78,Miami International,0.0,0.0,0.0,71.0,6.9
7,6,0,7,1000-1059,2,16,185,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,11,Denver International,39.86,-104.67,Los Angeles International,0.22,0.0,0.0,76.0,13.2
8,2,0,5,1000-1059,2,9,180,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,14,McCarran International,36.08,-115.15,Denver International,0.33,0.0,0.0,75.0,10.4
6,6,1,7,2100-2159,3,27,180,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,19,Chicago O'Hare International,41.98,-87.9,Dallas/Fort Worth International,0.43,0.0,0.0,70.0,1.0
5,3,0,2,2000-2059,2,10,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,20,Logan International,42.36,-71.01,Denver International,0.0,0.0,0.0,74.0,7.3
7,6,1,8,1000-1059,1,6,185,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,8,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,66.0,10.0
12,7,0,8,1300-1359,2,9,100,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,9,Phoenix Sky Harbor International,33.43,-112.01,Miami International,0.0,0.0,0.0,54.0,7.9
8,2,0,7,2300-2359,2,18,140,Delta Air Lines Inc.,17000,85000,3074,2100000,11000000,0.00018,0.0004,8,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,82.0,7.2
3,5,0,3,0700-0759,1,4,170,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,16,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,39.0,5.6
10,6,0,4,0001-0559,1,11,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,11,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,47.0,11.0
1,6,1,10,1500-1559,1,11,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,13,Miami International,25.79,-80.29,NONE,0.0,0.0,2.6,22.0,9.9
8,4,0,3,0800-0859,1,6,185,United Air Lines Inc.,13000,70000,1936,1500000,8500000,0.00017,0.00036,14,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,70.0,6.2
7,7,0,4,1400-1459,1,8,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,4,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,90.0,6.6
4,3,0,1,1500-1559,1,13,130,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,14,Logan International,42.36,-71.01,NONE,0.12,0.0,1.0,34.0,5.5
3,4,1,5,1100-1159,2,10,165,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,20,Denver International,39.86,-104.67,Hartsfield-Jackson Atlanta International,0.0,2.2,4.4,35.0,11.1
7,1,1,4,0600-0659,2,4,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,11,McCarran International,36.08,-115.15,Logan International,0.0,0.0,0.0,86.0,8.6
4,7,0,5,2300-2359,1,17,140,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,13,Denver International,39.86,-104.67,NONE,0.94,0.0,0.0,46.0,2.4
6,5,0,3,0600-0659,1,7,185,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,13,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,70.0,8.7
11,1,0,7,0700-0759,2,4,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,20,McCarran International,36.08,-115.15,Phoenix Sky Harbor International,0.0,0.0,0.0,50.0,10.8
4,7,0,8,1100-1159,1,8,100,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,13,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,59.0,10.7
7,1,1,3,0700-0759,1,2,165,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,18,San Francisco International,37.62,-122.38,NONE,0.32,0.0,0.0,95.0,2.3
10,7,0,1,1800-1859,4,15,190,Delta Air Lines Inc.,33000,85000,5968,3400000,11000000,0.00018,0.0004,15,Hartsfield-Jackson Atlanta International,33.64,-84.43,Chicago O'Hare International,0.0,0.0,0.0,59.0,11.5
6,5,0,6,0700-0759,1,8,185,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,11,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,65.0,1.0
10,2,0,8,1300-1359,1,14,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,11,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,39.0,5.4
3,3,1,3,1900-1959,1,11,100,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,25,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.6,24.0,5.1
10,6,1,3,1800-1859,1,17,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,3,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,54.0,9.1
7,6,0,3,1100-1159,3,9,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,7,John F. Kennedy International,40.64,-73.78,Dallas/Fort Worth International,0.0,0.0,0.0,60.0,3.8
4,5,0,8,1300-1359,2,13,70,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,7,Hartsfield-Jackson Atlanta International,33.64,-84.43,Denver International,0.0,0.0,0.0,64.0,10.1
2,1,0,1,2200-2259,1,13,140,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,8,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,27.0,7.2
2,5,0,2,2300-2359,1,21,70,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,23,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,29.0,5.8
10,7,0,10,0600-0659,2,9,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,9,Phoenix Sky Harbor International,33.43,-112.01,Hartsfield-Jackson Atlanta International,0.75,0.0,0.0,56.0,14.0
12,4,0,7,2000-2059,1,10,70,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,10,Seattle/Tacoma International,47.45,-122.31,NONE,0.2,0.0,0.0,20.0,5.1
10,3,0,4,0700-0759,5,14,90,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,14,Chicago O'Hare International,41.98,-87.9,Chicago O'Hare International,0.0,0.0,0.0,42.0,9.5
5,6,0,4,1900-1959,1,14,195,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,16,Logan International,42.36,-71.01,NONE,0.27,0.0,0.0,66.0,3.1
9,7,0,4,0800-0859,3,3,90,SkyWest Airlines Inc.,13000,60000,1660,1500000,2800000,0.0003,0.00025,13,Logan International,42.36,-71.01,Dallas/Fort Worth International,0.0,0.0,0.0,67.0,1.0
8,3,0,6,1000-1059,2,8,155,United Air Lines Inc.,13000,70000,1936,1500000,8500000,0.00017,0.00036,6,Logan International,42.36,-71.01,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,59.0,14.6
6,5,1,10,1700-1759,8,6,185,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,9,John F. Kennedy International,40.64,-73.78,Miami International,0.16,0.0,0.0,66.0,4.2
9,2,0,1,0600-0659,1,3,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,5,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,45.0,13.8
6,5,1,5,1600-1659,3,9,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,6,Phoenix Sky Harbor International,33.43,-112.01,Los Angeles International,0.0,0.0,0.0,92.0,8.0
4,7,0,7,1500-1559,2,21,130,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,12,Hartsfield-Jackson Atlanta International,33.64,-84.43,John F. Kennedy International,0.0,0.0,0.0,69.0,4.7
5,1,0,4,1200-1259,1,14,70,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,14,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,56.0,9.3
6,1,0,4,1400-1459,2,5,185,United Air Lines Inc.,22000,70000,3277,3100000,8500000,0.00017,0.00036,3,Los Angeles International,33.94,-118.41,John F. Kennedy International,0.0,0.0,0.0,82.0,7.2
10,2,1,3,1000-1059,2,5,185,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,8,Los Angeles International,33.94,-118.41,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,68.0,4.7
5,5,0,3,2000-2059,1,12,160,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,12,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,63.0,9.6
1,7,0,9,0700-0759,1,9,180,JetBlue Airways,15000,30000,957,1800000,3500000,0.00019,0.00028,7,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,1.9,32.0,14.4
3,5,0,5,0900-0959,1,4,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,10,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,45.0,10.2
4,6,0,8,1300-1359,1,12,185,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,26,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,39.0,7.9
11,7,1,1,1100-1159,5,14,123,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,15,Miami International,25.79,-80.29,Denver International,0.06,0.0,0.0,59.0,8.7
10,1,0,3,0900-0959,3,7,140,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,21,Phoenix Sky Harbor International,33.43,-112.01,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,58.0,7.1
12,7,0,9,0800-0859,1,10,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,12,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,40.0,13.0
3,3,0,10,0700-0759,8,7,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,4,Chicago O'Hare International,41.98,-87.9,Los Angeles International,0.0,0.0,0.7,35.0,9.9
7,5,0,4,1800-1859,5,18,180,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,13,Logan International,42.36,-71.01,McCarran International,0.0,0.0,0.0,66.0,5.9
8,7,0,11,1500-1559,3,20,100,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,9,Dallas/Fort Worth International,32.9,-97.04,Chicago O'Hare International,0.0,0.0,0.0,81.0,5.5
3,5,1,5,1600-1659,3,6,155,United Air Lines Inc.,13000,70000,1936,1500000,8500000,0.00017,0.00036,6,Logan International,42.36,-71.01,Phoenix Sky Harbor International,0.0,0.0,0.0,34.0,10.9
6,4,0,6,0900-0959,1,10,185,Alaska Airlines Inc.,15000,25000,798,1800000,2600000,0.00021,0.00033,8,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,80.0,12.2
3,3,0,6,1500-1559,1,4,160,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,18,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,41.0,1.0
1,4,0,6,1500-1559,1,8,140,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,13,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.2,34.0,10.8
1,1,0,11,1400-1459,2,17,145,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,5,Denver International,39.86,-104.67,Dallas/Fort Worth International,0.0,0.0,0.0,6.0,6.2
6,5,0,6,0900-0959,2,6,155,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,32,John F. Kennedy International,40.64,-73.78,Los Angeles International,0.2,0.0,0.0,55.0,4.6
7,6,0,1,1300-1359,3,14,165,Alaska Airlines Inc.,24000,25000,1277,2500000,2600000,0.00021,0.00033,26,Denver International,39.86,-104.67,Denver International,0.0,0.0,0.0,56.0,12.6
12,5,1,2,1200-1259,5,10,163,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,7,Denver International,39.86,-104.67,San Francisco International,0.0,2.3,3.5,10.0,11.4
12,5,1,5,1100-1159,2,8,150,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,9,Denver International,39.86,-104.67,Los Angeles International,0.0,0.0,0.0,22.0,8.1
12,1,1,7,2000-2059,1,23,90,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,24,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,38.0,8.4
10,2,0,11,0700-0759,1,10,150,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,6,Denver International,39.86,-104.67,NONE,0.19,0.0,0.0,34.0,4.0
9,6,0,3,0700-0759,2,16,160,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,12,Chicago O'Hare International,41.98,-87.9,John F. Kennedy International,0.0,0.0,0.0,55.0,7.0
3,5,1,11,1800-1859,3,13,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,28,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.02,0.0,0.0,38.0,6.0
2,7,1,11,1800-1859,1,10,145,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,19,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.1,33.0,6.2
7,5,0,4,1800-1859,3,16,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,8,Chicago O'Hare International,41.98,-87.9,Phoenix Sky Harbor International,0.0,0.0,0.0,73.0,5.5
11,7,1,2,2000-2059,3,18,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,20,Chicago O'Hare International,41.98,-87.9,San Francisco International,0.0,0.0,0.0,41.0,3.4
6,5,1,2,1200-1259,1,6,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,29,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,72.0,5.9
11,2,0,7,1600-1659,1,6,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,30,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,43.0,10.1
6,3,0,8,0001-0559,2,3,143,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,15,San Francisco International,37.62,-122.38,Miami International,0.0,0.0,0.0,86.0,3.9
6,5,0,8,2200-2259,3,13,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,10,Phoenix Sky Harbor International,33.43,-112.01,John F. Kennedy International,0.09,0.0,0.0,75.0,6.4
12,5,1,6,2100-2159,5,11,190,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,17,Seattle/Tacoma International,47.45,-122.31,Phoenix Sky Harbor International,0.0,0.0,0.0,37.0,6.6
6,6,0,6,0001-0559,1,6,173,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,14,Denver International,39.86,-104.67,NONE,0.02,0.0,0.0,64.0,3.3
6,4,1,11,1000-1059,1,20,70,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,11,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,71.0,9.5
12,4,0,7,1800-1859,2,10,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,2,Miami International,25.79,-80.29,San Francisco International,0.6,0.0,0.0,43.0,13.4
6,7,0,9,1300-1359,1,7,165,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,7,McCarran International,36.08,-115.15,NONE,0.01,0.0,0.0,70.0,6.5
9,5,0,9,0700-0759,1,8,155,United Air Lines Inc.,13000,70000,1936,1500000,8500000,0.00017,0.00036,18,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,60.0,9.8
10,1,1,4,0700-0759,1,17,130,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,11,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.09,0.0,0.0,60.0,9.3
6,4,0,11,0600-0659,3,7,145,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,8,San Francisco International,37.62,-122.38,Denver International,0.0,0.0,0.0,80.0,9.2
8,3,1,1,0800-0859,4,7,70,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,13,Chicago O'Hare International,41.98,-87.9,Seattle/Tacoma International,1.12,0.0,0.0,70.0,9.9
2,6,0,4,1800-1859,1,21,155,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,14,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,40.0,5.4
8,2,1,2,1900-1959,4,16,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,14,Hartsfield-Jackson Atlanta International,33.64,-84.43,John F. Kennedy International,0.0,0.0,0.0,96.0,8.9
2,7,1,5,0900-0959,2,6,155,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,5,McCarran International,36.08,-115.15,Los Angeles International,0.0,0.0,0.0,29.0,2.5
10,1,0,9,1100-1159,1,4,180,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,12,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,37.0,4.7
5,6,1,3,0900-0959,1,7,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,12,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,72.0,3.4
7,7,0,7,0700-0759,1,9,130,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,10,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,90.0,9.6
4,7,0,8,1500-1559,3,8,185,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,23,Logan International,42.36,-71.01,Los Angeles International,0.0,0.0,0.0,47.0,4.9
4,4,1,5,0900-0959,2,8,195,Alaska Airlines Inc.,17000,25000,904,2100000,2600000,0.00021,0.00033,5,San Francisco International,37.62,-122.38,San Francisco International,0.0,0.0,0.0,50.0,8.7
11,1,0,2,1300-1359,2,4,170,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,7,McCarran International,36.08,-115.15,Chicago O'Hare International,0.13,0.0,0.0,36.0,9.8
1,3,0,6,0800-0859,1,6,160,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,10,Chicago O'Hare International,41.98,-87.9,NONE,0.0,2.0,3.2,0.0,12.3
